年份,上架时间,商品ID,商品名称（查找引用）,货号（查找引用）,产品等级,链接,直播价,运营,组别,类目名称(索引),一级类目,二级类目,叶子类目,主图,品类-公司维度划分,团购优惠金额,继承S级标注,6-8月是否同意破价,是否正常开推广,父记录,多类目上架判断,检测报告
2024,2024/03/28,778078942562,破风专业运动太阳镜,KQ24035,清仓,https://detail.tmall.com/item.htm?abbucket=11&id=778078942562&pisk=gu--YjYwpjck-_siq0gcKVxeAKDDyHpzDQJ_x6fuRIdvNI-lZ6b3vkCvCaDytBYA9IOANuDrzw1pasA3xLxpukpwL3DPxYSyUMSIsfmM9LJPYyttJq-dcK6NdD4CPzsPcSgh6snijLJYETMMhcxlBywRFyZBOa1Xh9CfF61QAxQfI9sQVwZWhs1VdMsCN9NfG9WNF965OxFfCT1QNka5hZ6GI9sCAB1fhsWIZghdG813vF3weUEYdbjhYnBRy19x7kZdulb51_CbAfOVe556FsEQA_Gm_fJvEbEwng-96OAocud9dd8CkHFj66-vh3TB37HfXKLDSaLxNkCDqsbwVGeIVKIRwNtfz8Ey1KpBSZKmCcSRV_Th4p2tZKKJZL-vKJaf2gYAW3Isb71HodKdpHlEDCpBQe_vv7IrZhxTI2PG694SHxUU8a6qjTxfPG5zMAWAsYnL8y7q3tCiHxUU8a6VH1D-pyzFux5..&rn=bcbb7e67af8ee721c8351e64e87f5b78&spm=a1z10.3-b-s.w4011-14899565465.339.731f367cqAtSDx,69.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,,,同意,,,,
2024,2024/02/27,769888744872,杂花生树圆框太阳镜,KQ24021,清仓,https://detail.tmall.com/item.htm?id=769888744872&spm=a21dvs.23580594.0.0.3bc12c1b8MZtaM&skuId=5772489213936,45.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,,,同意,,,,
2023,2023/03/09,706691585141,夏宠冰果乐披风帽,KQ23020,S级,https://detail.tmall.com/item.htm?id=706691585141&spm=a21y7.12701734.0.0.3b5047a11jxY75&sku_properties=20017:24533058956,45.9/60.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,5,继承,不同意,,,,
2024,2024/03/18,775068828546,薄荷糖冰皮衣,KQ24031,清仓,https://detail.tmall.com/item.htm?id=775068828546&spm=a21dov.b63576985.0.0.3a024b519lSIGa,59.9/69.9,桃酥,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,同意,,,,
2024,2024/02/22,768898673315,零压运动一体帽,KQ24025,清仓,https://detail.tmall.com/item.htm?id=768898673315&sku_properties=20017:32423561234;20509:32423481633,39.9,曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2023,2023/03/24,708978288075,时尚偏光圆框太阳镜,KQ23060,A级,https://detail.tmall.com/item.htm?id=708978288075,59.9,曲奇,运营三组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,,,不同意,,,,
2025,2025/02/14,887508274682,小芭蕉卷卷帽,KQ25024,S级,https://detail.tmall.com/item.htm?id=887508274682&spm=a21dvs.23580594.0.0.499630fcmkv6uB&sku_properties=20017%3A36665211626,"49.9
熠熠生花：59.9
冰袖：64.9
熠熠生花+冰袖：74.9",洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,5,继承,不同意,,,,
2025,2025/04/28,917508646678,小芭蕉卷卷帽（成人链接）,KQ25024,S级,https://detail.tmall.com/item.htm?abbucket=11&id=917508646678&pisk=gaUnczjbAkoByx6tXPgCmWGiN_std2gSn8L-e4HPbAksJvBIJbozH-myyWICZ_DgFvnK8vLor727e0z-ezAQS-YJJ9sQaU0-ztBAkZFCO4gPHEZElNpIGjAFyboy72GJCjDmSZFQOY_3qzJlkQ2I_nOy4Yyr7Alot4lEzX7NsbcmU4kE4dPZaAurzDlrbCloN38yYY5G7bhXYY8raf-Zij9rz4yz_1cSQXurzbNXzx4z5PW_esDLRoaaSXmn35jXzU2DkDH4hALP3PchhxPEIU8rLOBfh5VdKENtRr2mMJQw--VzGuogrdWmFPVa8uP6K1u0slExxlXerAUKBmaEoQ7Us2Dn0PoBtew4s7rxjPCVl20ELu3QwIXLsy2LOPVJahunJlm0-q7XLYETizcuPT_gn7Pb4c4kKgl2bnr4WUGNwP-WVDlssxh7pjfGQITFB1fMcMiE1XBAs1xWVDlssxCGsn9IYfGdH&rn=b000952cc289b6e16f20f5e37658657b&spm=a1z10.3-b-s.w4011-2629836412.126.4487367ctzj9AH,"49.9
+冰袖：59.9",洋葱,运营一组,服饰配件/皮带/帽子/围巾>帽子>帽子,服饰配件/皮带/帽子/围巾,帽子,帽子,image.png,其他防晒帽,,,不同意,,,,
2025,2025/02/19,889688262129,云朵呼吸防晒帽,KQ25009,B级,https://detail.tmall.com/item.htm?id=889688262129&spm=a21dvs.23580594.0.0.499630fcZRF7NS&sku_properties=20017%3A9204680829,49.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
2026,2025/02/19,889688262129,【专供】云朵卷卷防晒帽,KQ26093,清仓,https://detail.tmall.com/item.htm?id=1031298321286&spm=a21dvs.23580594.0.0.4ead645efBI0tV,49.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
2025,2025/02/17,889492928895,点点艺术家空顶披风帽,KQ25001,A级,https://detail.tmall.com/item.htm?id=889492928895&spm=a21dvs.23580594.0.0.499630fck7wORd&sku_properties=20509%3A36713911208,49.9/61.9,桃酥,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2025,2025/02/18,889311334671,小奶皮防晒口罩,KQ25012,B级,https://detail.tmall.com/item.htm?id=889311334671&spm=a211b3.detailpagenew.0.0.3ba85444xlNrhY,29.9/49.9,桃酥,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>口罩,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,口罩,image.png,罩衣/其他,,,同意,,,,
2025,2025/02/12,886983305444,小氧气防晒披肩帽,KQ25023,清仓,https://detail.tmall.com/item.htm?id=886983305444&spm=a21dvs.23580594.0.0.499630fcEfmuBy&sku_properties=20017%3A36626625989,49.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,同意,,,,
2025,2025/02/12,887243232283,分龄成长软软镜,KQ25029,A级,https://detail.tmall.com/item.htm?id=887243232283&spm=a21dvs.23580594.0.0.621e2c1bAVqHFD,59.9,热狗,运营一组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,,,不同意,,,,
2025,2025/02/12,886506466908,分龄成长软软镜/稳稳镜/酷酷镜,KQ25029,A级,https://detail.tmall.com/item.htm?id=886506466908&spm=a21dvs.23580594.0.0.621e2c1bAVqHFD,59.9/69.9,热狗,运营一组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,其他防晒帽,,,不同意,,,,
2025,2025/02/12,886958213837,逐风骑行稳稳镜,KQ25043,B级,https://detail.tmall.com/item.htm?id=886958213837&spm=a21dvs.23580594.0.0.499630fchqA4P8,89.9,虾滑,运营二组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,,,不同意,,,,
2025,2025/02/11,886514237462,太空客运动太阳镜,KQ25011,B级,https://detail.tmall.com/item.htm?id=886514237462&spm=a21dvs.23580594.0.0.5ceb4b519lrUDr,79.9,热狗,运营一组,童装/婴儿装/亲子装>儿童配饰>太阳镜,童装/婴儿装/亲子装,儿童配饰,太阳镜,image.png,太阳镜,,,不同意,,,,
2025,2025/02/14,888266272937,冰奶酪真原纱防晒衣,KQ25033,S级,https://detail.tmall.com/item.htm?id=888266272937&spm=a21dvs.23580594.0.0.499630fcMB5Fxm,79.9,栗子,运营二组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,5,,不同意,,,,
2025,2025/02/17,888804666382,冰淇淋真原纱冰皮衣,KQ25014,B级,https://detail.tmall.com/item.htm?id=888804666382&spm=a21dvs.23580594.0.0.499630fck7wORd&sku_properties=1627207%3A27432,59.9,曲奇,运营三组,童装/婴儿装/亲子装>儿童户外服>儿童皮肤衣/防晒衣,童装/婴儿装/亲子装,儿童户外服,儿童皮肤衣/防晒衣,image.png,防晒衣,,,不同意,,,,
2025,2025/08/18,966734526905,小护盾兜兜罩衣,KQ25091,B级,https://detail.tmall.com/item.htm?id=966734526905&spm=a21dvs.23580594.0.0.2e52645eBNNA3Y,29.9/52.8,曲奇,运营三组,童装/婴儿装/亲子装>反穿衣/罩衣>反穿衣/罩衣,童装/婴儿装/亲子装,反穿衣/罩衣,反穿衣/罩衣,image.png,罩衣/其他,,,同意,,,,
2025,2025/07/30,958950478879,咻咻小飞盘,KQ25113,B级,https://detail.tmall.com/item.htm?id=958950478879&spm=a21dvs.23580594.0.0.506c645ekQb2B8&skuId=6055328907784,30.0,热狗,运营一组,玩具/童车/益智/早教/游乐设备>户外运动/休闲/传统玩具>飞盘/飞碟/竹蜻蜓类,玩具/童车/益智/早教/游乐设备,户外运动/休闲/传统玩具,飞盘/飞碟/竹蜻蜓类,image.png,罩衣/其他,,,同意,,,,
2025,2025/08/27,969768918459,趣兜兜罩衣,KQ25106,B级,https://detail.tmall.com/item.htm?id=969768918459&spm=a21dvs.23580594.0.0.2e52645e5JnthG,49.9,桃酥,运营三组,童装/婴儿装/亲子装>反穿衣/罩衣>反穿衣/罩衣,童装/婴儿装/亲子装,反穿衣/罩衣,反穿衣/罩衣,image.png,罩衣/其他,,,不同意,,,,
2025,2025/08/27,970509073285,小萌仔背带罩衣,KQ25107,A级,https://detail.tmall.com/item.htm?id=970509073285&skuId=5918772224833,49.9,洋葱,运营一组,童装/婴儿装/亲子装>反穿衣/罩衣>反穿衣/罩衣,童装/婴儿装/亲子装,反穿衣/罩衣,反穿衣/罩衣,image.png,罩衣/其他,,,不同意,,,,
2022,2022/08/25,681876741728,玩转潮流K标针织帽（主）,KQ22168,A级,https://detail.tmall.com/item.htm?id=681876741728&spm=a21dvs.23580594.0.0.2ddb30fcRpVrmJ&sku_properties=20509:993330616,26.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,不同意,,,,
2022,2025/08/06,962723281702,玩转潮流K标针织帽（副）,KQ22168,A级,https://detail.tmall.com/item.htm?id=962723281702&spm=a21dvs.23580594.0.0.4b2f4b51oGqcpB&sku_properties=20509%3A993330616,26.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,不同意,,,,
2023,2023/09/19,739586372484,野营日记手套,KQ23167,清仓,https://detail.tmall.com/item.htm?id=739586372484&spm=a21dvs.23580594.0.0.484c30fcsUY1XS,35.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,不同意,,,,
2022,2022/09/01,682872982288,冰雪大冒险滑雪手套,KQ22177,A级,https://detail.tmall.com/item.htm?id=682872982288&spm=a21dvs.23580594.0.0.484c30fcsUY1XS,29.9,桃酥,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,滑雪,,,不同意,,,,
2023,2023/09/04,737095728477,森之精灵熊熊帽,KQ23177,清仓,https://detail.tmall.com/item.htm?id=737095728477&spm=a21dvs.23580594.0.0.484c30fcsUY1XS&sku_properties=20017:352972888,35.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2023,2023/09/09,738174017368,糯米米护耳帽,KQ23194,清仓,https://detail.tmall.com/item.htm?id=738174017368&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:993330616,"49.9
手套：74.9
围巾：82.9
手套+围巾：105.9",曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,不同意,,,,
2023,2023/10/17,743377700499,小极光滑雪镜,KQ23200,B级,https://detail.tmall.com/item.htm?id=743377700499&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv,148/168,曲奇,运营三组,户外/登山/野营/旅行用品>滑雪>滑雪眼镜,户外/登山/野营/旅行用品,滑雪,滑雪眼镜,image.png,滑雪,,,不同意,,,,
2023,2023/10/07,742142981452,小暖皮滑雪头套,KQ23199,A级,https://detail.tmall.com/item.htm?id=742142981452&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:27840304393;20509:28041419602,57.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,滑雪,,,不同意,,,,
2023,2023/10/19,743797973749,小暖壳滑雪手套,KQ23214,A级,https://detail.tmall.com/item.htm?id=743797973749&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv,49.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,滑雪,,,不同意,,,,
2021,2022/09/03,682867337709,潮流撞色围巾,KQ21304,B级,https://detail.tmall.com/item.htm?id=682867337709&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:73323856,25.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>围巾,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,围巾,image.png,秋冬帽,,,不同意,,,,
2022,2022/08/31,682807626332,撞色奇趣双帽檐,KQ22166,清仓,https://detail.tmall.com/item.htm?id=682807626332&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv,25.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,其他防晒帽,,,不同意,,,,
2022,2022/09/01,682875106676,暖意时光毛绒动物面罩帽,KQ22195,清仓,https://detail.tmall.com/item.htm?id=682875106676&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:27671887450,39.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2023,2023/09/19,739763545993,糯米米五指手套,KQ23197,A级,https://detail.tmall.com/item.htm?id=739763545993&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:50760276,25.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,不同意,,,,
2023,2023/09/11,738290184125,糯米米围巾,KQ23195,清仓,https://detail.tmall.com/item.htm?id=738290184125&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:512840883,39.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>围巾,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,围巾,image.png,秋冬帽,,,不同意,,,,
2022,2022/09/07,683310641358,暖化冬日翻盖纽扣手套,KQ22190,清仓,https://detail.tmall.com/item.htm?id=683310641358&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20017:22456817394,19.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,同意,,,,
2019,2019/08/29,601702333079,卡通针织套头一体帽,KQ19300,清仓,https://detail.tmall.com/item.htm?id=601702333079&spm=a21dvs.23580594.0.0.484c4b51Y6Qgkv&sku_properties=20509:23355242931,25.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2024,2024/08/27,828531251025,超好rua抱耳帽,KQ24086,A级,https://detail.tmall.com/item.htm?id=828531251025&spm=a21dvs.23580594.0.0.493430fcj0C1MT&sku_properties=20017:12690901345,"39.9
手套：65.9
围巾：69.9
手套+围巾：99.9",虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,不同意,,,,
2024,2024/08/27,828548679266,超好rua瓜皮帽,KQ24114,清仓,https://detail.tmall.com/item.htm?id=828548679266&spm=a21dvs.23580594.0.0.493430fcj0C1MT&sku_properties=20017:33840180277,"29.9
手套：55.9
围巾：69.9
手套+围巾：89.9",虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2024,2024/09/02,830943076363,Rainbow彩虹翻盖手套,KQ24110,清仓,https://detail.tmall.com/item.htm?id=830943076363&spm=a21dvs.23580594.0.0.411f4b51f9YIXu&sku_properties=20017:123867593,29.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,同意,,,,
2024,2024/09/02,830796129599,Rainbow彩虹围巾,KQ24088,清仓,https://detail.tmall.com/item.htm?id=830796129599&spm=a21dvs.23580594.0.0.411f4b51f9YIXu&sku_properties=20017:767712315,"儿童：42.9
成人：45.9",热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>围巾,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,围巾,image.png,秋冬帽,,,不同意,,,,
2024,2024/08/28,829304865675,超好rua翻盖手套,KQ24111,A级,https://detail.tmall.com/item.htm?id=829304865675&spm=a21xr.9711232.bodylink.1.68c147a1NoIxTQ&sku_properties=20017:9921492,29.9,桃酥,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,不同意,,,,
2024,2024/08/29,829783248608,柿柿如意球球帽,KQ24120,清仓,https://detail.tmall.com/item.htm?spm=a211lz.success.0.0.29772b90Ayphs4&id=829783248608&sku_properties=20017:1352104120,"35.9
围巾/手套：49.9
围巾+手套：69.9",曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2024,2024/08/28,829203653729,小熊仔一体帽,KQ24092,A级,https://detail.tmall.com/item.htm?id=829203653729&spm=a21dvs.23580594.0.0.69004b51CL0n6e&sku_properties=20017:9921492,"49.9
手套：69.9",曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,不同意,,,,
2024,2024/08/28,828991842080,小熊仔一体手套,KQ24123,B级,https://detail.tmall.com/item.htm?id=828991842080&spm=a21dvs.23580594.0.0.59234b51S1jYbz,25.9,曲奇,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,不同意,,,,
2024,2024/08/31,830172405906,超好rua绒绒围巾,KQ24117,B级,https://detail.tmall.com/item.htm?spm=a211lz.success.0.0.2dec2b90hVRenB&id=830172405906&sku_properties=20017:1779384623,39.9,虾滑,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>围巾,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,围巾,image.png,秋冬帽,,,不同意,,,,
2024,2024/08/30,830021552982,小笼包护耳帽,KQ24084,清仓,https://detail.tmall.com/item.htm?id=830021552982&spm=a21dvs.23580594.0.0.69004b51CL0n6e&sku_properties=20017:12549608,"35.9
围脖：55.9",栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2024,2024/09/02,830917536105,超好rua五指手套,KQ24113,清仓,https://detail.tmall.com/item.htm?spm=a211lz.success.0.0.6d062b90wkZC74&id=830917536105,25.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,同意,,,,
2024,2024/09/03,831131333666,云朵小熊帽,KQ24106,清仓,https://detail.tmall.com/item.htm?id=831131333666&spm=a21dvs.23580594.0.0.411f30fc18FNLi&sku_properties=20017:95172021,49.9,栗子,运营二组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2024,2024/09/03,831228113434,小乐宠抱耳帽,KQ24112,清仓,https://detail.tmall.com/item.htm?id=831228113434&spm=a21dvs.23580594.0.0.621e2c1bD1XOfK&sku_properties=20017:33966660069,"35.9
手套/围巾：49.9
三件套：69.9",桃酥,运营三组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,同意,,,,
2024,2024/09/04,831245878660,超好rua套头帽,KQ24116,清仓,https://detail.tmall.com/item.htm?id=831245878660&spm=a21dvs.23580594.0.0.411f4b51W6Czuz&sku_properties=20017:15399822,45.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>帽子,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,帽子,image.png,秋冬帽,,,不同意,,,,
2024,2024/09/04,831258150148,小飞行员滑雪手套,KQ24109,S级,https://detail.tmall.com/item.htm?id=831258150148&spm=a21dvs.23580594.0.0.11494b51HsV6O7&sku_properties=20017:9921492,35.9,洋葱,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,不同意,,,,
2024,2024/09/11,833583179561,骑行五指手套,KQ24098,B级,https://detail.tmall.com/item.htm?id=833583179561&spm=a21dvs.23580594.0.0.11494b51m4VGa3&sku_properties=20017%3A34122009661,29.9,热狗,运营一组,童装/婴儿装/亲子装>帽子/围巾/口罩/手套/耳套/脚套>手套,童装/婴儿装/亲子装,帽子/围巾/口罩/手套/耳套/脚套,手套,image.png,秋冬帽,,,不同意,,,,
